 Index   Temp   Variable_0   Variable_1   Variable_2   Variable_3   Variable_4   Variable_5   Variable_6   Variable_7   Variable_8   Variable_9 Objective   Seconds
        4735.000            686.000              0.844              0.480              0.131             19.094             84.426             95.097              0.215             10.098              0.205              5.119            465.455              4.954   
        4736.000            685.000              0.454              0.152              0.495             10.713             91.433            161.510              0.034              6.486              0.271              5.406            451.706              4.960   
        4737.000            685.000              0.429              0.424              0.773             13.172             71.649            155.980              0.136             22.279              0.971              3.739            546.059              4.961   
        4738.000            685.000              0.794              0.123              0.269              8.713             72.485             77.648              0.007              4.499              0.239              3.379            400.112              4.962   
        4739.000            685.000              0.295              0.306              0.494             20.501             99.359            153.688              0.172              4.619              0.727              5.030            470.007              4.963   
        4740.000            685.000              0.526              0.451              0.476              9.269             97.523            165.527              0.145             39.288              0.262              5.598            547.389              4.965   
        4741.000            685.000              0.536              0.325              0.674             17.516             83.725             61.779              0.049             18.801              0.563              5.688            602.425              4.967   
        4742.000            685.000              0.780              0.099              0.046              5.643             50.747            184.721              0.152             40.349              0.770              5.808           -198.035              4.970   
        4743.000            685.000              0.847              0.297              0.633             29.145             54.989            143.863              0.154              5.792              0.761              3.088           -448.995              4.971   
        4744.000            685.000              0.564              0.212              0.394             23.585             50.769            102.810              0.202             19.155              0.661              5.358           -189.461              4.971   
        4745.000            685.000              0.143              0.325              0.541              7.415             50.550             92.640              0.257             47.563              0.967              4.389           -175.377              4.973   
        4746.000            685.000              0.645              0.480              0.324              8.195             73.994            168.429              0.255             31.650              0.028              4.990            277.066              4.974   
        4747.000            685.000              0.934              0.012              0.292             21.422             83.436            141.256              0.060             48.823              0.381              4.735           -510.751              4.975   
        4748.000            685.000              0.084              0.170              0.450             16.960             89.851            190.395              0.001             31.617              0.772              1.037          -1622.435              4.975   
        4749.000            685.000              0.717              0.304              0.535             22.692             62.229             94.846              0.026              3.883              0.441              1.134           -111.224              4.976   
        4750.000            685.000              0.742              0.129              0.046              6.173             91.069            125.713              0.193             15.206              0.531              5.322           -112.602              4.976   
        4751.000            684.000              0.655              0.445              0.863             26.340             55.392             60.422              0.114             49.107              0.860              5.453            301.796              4.977   
        4752.000            684.000              0.983              0.084              0.831              9.521             66.800            109.230              0.022             10.688              0.874              1.997            299.743              4.978   
        4753.000            684.000              0.719              0.183              0.158             12.515             85.089             71.271              0.263             46.911              0.630              2.179           -369.922              4.978   
        4754.000            684.000              0.174              0.092              0.108              6.784             55.758            172.393              0.196             24.456              0.990              1.557            202.718              4.979   
        4755.000            684.000              0.766              0.385              0.354             20.248             93.093            102.557              0.053             23.985              0.313              3.561            485.216              4.981   
        4756.000            684.000              0.449              0.464              0.212             15.519             80.224            106.999              0.118             30.945              0.093              4.817            521.956              4.982   
        4757.000            684.000              0.589              0.081              0.077             16.156             99.246            177.166              0.053             15.693              0.173              4.643            105.870              4.982   
        4758.000            684.000              0.568              0.494              0.060             15.282             50.515             75.246              0.136             37.590              0.674              2.835            414.126              4.983   
        4759.000            684.000              0.424              0.406              0.199             18.175             73.138            163.795              0.022             47.824              0.725              1.321            191.204              4.983   
        4760.000            684.000              0.310              0.499              0.034             12.270             87.680            173.079              0.091             21.630              0.084              5.042            416.506              4.984   
        4761.000            684.000              0.749              0.302              0.696             12.570             87.037            153.908              0.065             16.620              0.043              1.351           -267.373              4.984   
        4762.000            684.000              0.611              0.130              0.320             29.025             84.489            115.284              0.165             29.682              0.515              1.878           -198.499              4.985   
        4763.000            684.000              0.453              0.466              0.711             26.083             94.682            135.385              0.258             26.235              0.013              4.151            334.435              4.985   
        4764.000            684.000              0.980              0.387              0.670             29.153             95.319            131.703              0.063             29.141              0.838              5.597            341.441              4.986   
        4765.000            684.000              0.399              0.315              0.380             28.173             67.694            165.510              0.067             37.487              0.046              5.793            284.279              4.986   
        4766.000            683.000              0.680              0.375              0.607             15.976             80.463            190.267              0.058              3.956              0.963              3.179            506.823              4.987   
        4767.000            683.000              0.671              0.237              0.075             27.074             80.504            159.168              0.048             31.355              0.308              5.336            398.688              4.988   
        4768.000            683.000              0.544              0.497              0.039             16.160             74.596            177.884              0.024             48.974              0.429              5.528            553.961              4.991   
        4769.000            683.000              0.367              0.271              0.321             25.292             91.548            193.188              0.214             43.144              0.825              3.385            606.694              4.992   
        4770.000            683.000              0.485              0.093              0.683             21.419             77.970             50.521              0.132             47.016              0.852              3.473            147.633              4.992   
        4771.000            683.000              0.889              0.329              0.391             13.810             69.106            142.247              0.194              6.915              0.402              5.682           -332.744              4.993   
        4772.000            683.000              0.546              0.219              0.978             26.906             79.347            182.390              0.143             30.799              0.540              1.752           -185.005              4.994   
        4773.000            683.000              0.275              0.408              0.534             26.729             58.795            145.674              0.176             20.328              0.828              4.721            313.747              4.994   
        4774.000            683.000              0.965              0.311              0.015             21.958             68.725            137.334              0.033             28.806              0.636              2.258            377.364              4.994   
        4775.000            683.000              0.270              0.454              0.953             16.513             57.866            122.844              0.157             47.346              0.918              1.483            368.148              4.995   
        4776.000            683.000              0.752              0.446              0.018             21.387             92.656             54.541              0.029              5.216              0.828              1.918            366.027              4.996   
        4777.000            683.000              0.412              0.194              0.347              8.660             95.905            112.467              0.160              0.728              0.210              3.246            590.031              4.996   
        4778.000            683.000              0.606              0.447              0.063             15.214             67.132             98.714              0.215             44.278              0.289              1.039           -262.914              5.000   
        4779.000            683.000              0.362              0.141              0.704             22.354             51.437            161.825              0.027              9.067              0.616              4.597            293.960              5.001   
        4780.000            683.000              0.440              0.453              0.178             15.464             77.687            160.177              0.252              3.931              0.858              5.016            584.397              5.002   
        4781.000            682.000              0.480              0.373              0.938             14.629             55.941            113.876              0.173             44.523              0.956              2.945            478.855              5.003   
        4782.000            682.000              0.816              0.172              0.268             10.730             89.574             53.647              0.019             40.915              0.005              5.237            298.141              5.004   
        4783.000            682.000              0.673              0.368              0.111             27.246             54.405            105.610              0.129              8.900              0.397              3.098            485.903              5.004   
        4784.000            682.000              0.229              0.250              0.394             18.398             50.599            178.709              0.267             46.891              0.860              5.152            310.629              5.005   
        4785.000            682.000              0.384              0.412              0.991             16.744             65.186            188.639              0.180             12.075              0.049              2.774             61.878              5.006   
        4786.000            682.000              0.272              0.116              0.217             28.796             92.757            169.591              0.124             38.725              0.220              2.858           -391.667              5.006   
        4787.000            682.000              0.930              0.386              0.229             26.773             82.802            130.968              0.231              9.388              0.824              5.162            179.676              5.007   
        4788.000            682.000              0.836              0.135              0.148              7.581             82.832            139.569              0.129              9.299              0.727              4.124           -142.520              5.008   
        4789.000            682.000              0.696              0.446              0.533             28.343             91.144            113.793              0.098             49.227              0.271              3.719            411.501              5.008   
        4790.000            682.000              0.154              0.066              0.939              5.043             76.687             90.100              0.290              6.592              0.584              3.638          -1778.237              5.009   
        4791.000            682.000              0.472              0.006              0.646             25.284             70.427             54.590              0.064             47.895              0.162              5.523             15.673              5.010   
        4792.000            682.000              0.789              0.351              0.739             20.970             68.131             81.811              0.065             36.544              0.502              5.242            235.502              5.010   
        4793.000            682.000              0.482              0.211              0.781             21.844             88.692            107.835              0.221             24.266              0.866              5.348            199.715              5.012   
        4794.000            682.000              0.250              0.486              0.952             20.696             89.133            110.098              0.103              4.489              0.899              1.307            125.788              5.012   
        4795.000            682.000              0.390              0.198              0.935              7.782             87.693            101.118              0.050             21.497              0.083              3.083          -1047.419              5.013   
        4796.000            681.000              0.540              0.059              0.205              5.878             93.031            146.891              0.259             28.798              0.153              4.185            -82.372              5.013   
        4797.000            681.000              0.984              0.022              0.024             11.249             56.956            145.921              0.030             45.751              0.753              3.449           -450.367              5.014   
        4798.000            681.000              0.835              0.287              0.138              9.043             74.301            176.398              0.295             34.790              0.361              4.299             -2.994              5.014   
        4799.000            681.000              0.246              0.409              0.506             26.865             50.855             64.046              0.151             39.644              0.699              1.165            322.410              5.016   
        4800.000            681.000              0.534              0.433              0.315             11.186             91.895            127.915              0.202             20.090              0.791              3.518            538.558              5.017   
        4801.000            681.000              0.928              0.384              0.899             14.163             62.260            164.726              0.105             32.708              0.192              3.057           -184.733              5.020   
        4802.000            681.000              0.409              0.159              0.208             24.594             72.368            143.414              0.109             23.546              0.693              2.310            541.292              5.020   
        4803.000            681.000              0.488              0.306              0.900             15.517             52.139            159.549              0.082             38.398              0.825              3.975            553.439              5.021   
        4804.000            681.000              0.346              0.016              0.590             27.542             73.065            155.299              0.036             40.515              0.588              1.365            306.555              5.021   
        4805.000            681.000              0.938              0.447              0.557             18.041             73.474             92.034              0.122              6.767              0.966              4.727            220.979              5.022   
        4806.000            681.000              0.257              0.475              0.479             24.717             92.632             60.138              0.170             28.256              0.294              5.761            223.876              5.022   
        4807.000            681.000              0.896              0.349              0.128             17.916             88.087            117.544              0.183             43.352              0.640              3.171            314.196              5.023   
        4808.000            681.000              0.602              0.317              0.617             24.898             88.504            129.484              0.160             24.994              0.047              3.739            131.007              5.023   
        4809.000            681.000              0.383              0.418              0.709             20.257             72.547            141.766              0.209             32.034              0.229              3.204            374.088              5.024   
        4810.000            681.000              0.660              0.220              0.071              9.289             63.627             86.417              0.172             45.390              0.805              3.936            215.505              5.024   
        4811.000            680.000              0.455              0.485              0.265             28.058             53.208             74.119              0.172             39.557              0.152              1.626           -300.734              5.025   
        4812.000            680.000              0.381              0.267              0.260             19.818             92.907            146.765              0.093             34.625              0.279              2.462            347.126              5.025   
        4813.000            680.000              0.287              0.109              0.886             14.165             59.710            135.872              0.168              7.605              0.843              4.004            444.127              5.026   
        4814.000            680.000              0.851              0.189              0.590              8.529             52.727            142.318              0.080             17.105              0.283              3.552            -28.220              5.027   
        4815.000            680.000              0.757              0.242              0.106             11.624             96.156            152.319              0.280              9.847              0.698              3.271            135.922              5.028   
        4816.000            680.000              0.927              0.444              0.402             26.727             68.201            150.408              0.165             31.631              0.524              4.047            134.202              5.028   
        4817.000            680.000              0.502              0.385              0.785             21.294             66.057            140.612              0.222             27.776              0.211              3.430            254.048              5.029   
        4818.000            680.000              0.966              0.065              0.009             24.310             56.357            192.419              0.129             49.810              0.723              1.951           -325.883              5.032   
        4819.000            680.000              0.683              0.399              0.205              8.206             55.327            156.777              0.259             24.087              0.305              1.687           -633.774              5.033   
        4820.000            680.000              0.862              0.362              0.338              6.755             72.641            153.796              0.264             20.565              0.428              4.467           -295.405              5.033   
        4821.000            680.000              0.330              0.306              0.762             12.294             70.148            142.116              0.040              4.804              0.617              4.829            134.350              5.034   
        4822.000            680.000              0.640              0.477              0.857             27.317             76.227             79.101              0.084              5.392              0.820              2.562            424.386              5.035   
        4823.000            680.000              0.423              0.470              0.987             18.313             90.085            104.163              0.255             48.299              0.957              3.144            411.289              5.036   
        4824.000            680.000              0.418              0.445              0.502             17.764             80.113            116.530              0.216             33.427              0.688              4.959            570.189              5.037   
        4825.000            680.000              0.798              0.401              0.178             16.602             77.447            144.668              0.048             25.485              0.416              3.265            489.122              5.038   
        4826.000            679.000              0.554              0.476              0.988             11.586             86.566            195.277              0.135             12.455              0.074              5.238            458.640              5.039   
        4827.000            679.000              0.677              0.177              0.132              8.617             87.743            141.250              0.253              5.216              0.710              4.733            -55.883              5.039   
        4828.000            679.000              0.744              0.122              0.886             14.564             92.621             71.808              0.046             16.340              0.112              5.829            172.318              5.040   
        4829.000            679.000              0.359              0.378              0.883             13.410             98.424            176.466              0.223             42.972              0.114              3.430            151.051              5.040   
        4830.000            679.000              0.583              0.018              0.676             27.527             89.442            144.221              0.031             26.995              0.422              4.803            263.913              5.041   
        4831.000            679.000              0.775              0.049              0.126              5.961             66.848             85.518              0.023             49.095              0.367              1.183            -52.926              5.041   
        4832.000            679.000              0.338              0.200              0.740             25.332             98.211            152.760              0.096             39.053              0.916              2.542            655.230              5.042   
        4833.000            679.000              0.499              0.084              0.817             20.871             76.384            101.904              0.103             42.427              0.073              3.202            108.233              5.043   
        4834.000            679.000              0.714              0.063              0.956             13.932             60.874            157.132              0.154              0.694              0.018              1.552           -792.051              5.043   
        4835.000            679.000              0.312              0.416              0.133             23.158             94.546            167.442              0.266             41.637              0.406              2.585            307.199              5.044   
        4836.000            679.000              0.617              0.287              0.133             11.707             90.655             84.141              0.167             11.788              0.685              3.243            399.847              5.045   
        4837.000            679.000              0.297              0.224              0.033             27.356             81.297            100.819              0.293              2.739              0.944              3.550            494.938              5.045   
        4838.000            679.000              0.294              0.333              0.488              7.071             85.075            122.517              0.116              5.241              0.267              5.965            216.133              5.047   
        4839.000            679.000              0.320              0.228              0.826             24.852             92.036            128.962              0.165             25.548              0.161              5.884             39.189              5.047   
        4840.000            679.000              0.343              0.261              0.433              8.694             83.007             87.469              0.208             31.744              0.978              3.463            680.829              5.049   
        4841.000            678.000              0.525              0.048              0.993             11.703             63.777            177.416              0.026             36.446              0.845              1.767            638.030              5.052   
        4842.000            678.000              0.346              0.099              0.888             10.562             78.854             61.619              0.125             22.122              0.886              2.706            643.555              5.053   
        4843.000            678.000              0.418              0.450              0.262              7.241             85.931            117.320              0.185              8.580              0.597              3.674            459.917              5.054   
        4844.000            678.000              0.887              0.408              0.882             27.759             74.151            133.668              0.093             12.668              0.827              2.278            224.630              5.055   
        4845.000            678.000              0.871              0.233              0.240             13.822             95.881            179.380              0.059             49.486              0.810              1.850            345.259              5.055   
        4846.000            678.000              0.679              0.273              0.610             19.039             88.838            128.648              0.230             38.322              0.910              3.490           -221.648              5.057   
        4847.000            678.000              0.878              0.314              0.183             13.455             97.196            152.987              0.152             11.952              0.181              4.995            206.466              5.058   
        4848.000            678.000              0.743              0.494              0.232              6.757             92.037            178.279              0.054             20.130              0.585              5.503            539.289              5.059   
        4849.000            678.000              0.598              0.485              0.038              8.266             76.013            124.576              0.230             11.856              0.986              1.520           -190.770              5.059   
        4850.000            678.000              0.725              0.494              0.201              9.552             90.645            178.121              0.107             42.187              0.225              3.410            448.662              5.060   
        4851.000            678.000              0.725              0.331              0.921              7.100             79.380             92.998              0.159             46.447              0.308              3.941           -564.711              5.060   
        4852.000            678.000              0.991              0.379              0.882             26.338             63.284            176.367              0.145              6.181              0.145              3.185           -632.707              5.061   
        4853.000            678.000              0.354              0.375              0.042             29.537             77.406             60.340              0.017             20.266              0.788              2.014            449.446              5.062   
        4854.000            678.000              0.573              0.300              0.668             22.326             72.177            100.362              0.119             22.954              0.262              3.653            344.237              5.062   
        4855.000            678.000              0.868              0.482              0.944             21.628             97.262            144.441              0.067             20.809              0.646              1.372           -412.421              5.063   
        4856.000            677.000              0.666              0.308              0.443              5.400             97.701             81.162              0.023             28.775              0.246              5.357            496.039              5.064   
        4857.000            677.000              0.368              0.174              0.053             13.714             64.476             63.531              0.172             16.687              0.951              5.802            473.672              5.065   
        4858.000            677.000              0.387              0.020              0.439             10.543             86.535            107.668              0.284              0.773              0.226              3.264            477.214              5.066   
        4859.000            677.000              0.277              0.337              0.662             12.104             59.304            117.480              0.160              5.905              0.897              3.435            236.569              5.066   
        4860.000            677.000              0.542              0.096              0.167             12.052             96.025             64.589              0.072             41.710              0.459              5.631            271.919              5.067   
        4861.000            677.000              0.859              0.480              0.120             20.758             71.823            146.449              0.106             34.167              0.902              1.053           -313.462              5.068   
        4862.000            677.000              0.668              0.402              0.781             11.260             85.512             75.904              0.014             25.116              0.489              2.486            196.219              5.068   
        4863.000            677.000              0.514              0.014              0.340             20.333             90.007             69.317              0.143             42.039              0.322              1.150           -175.873              5.070   
        4864.000            677.000              0.635              0.087              0.103             12.387             82.268            183.611              0.222             23.500              0.430              2.871           -221.841              5.070   
        4865.000            677.000              0.926              0.154              0.024              8.725             93.963             62.963              0.162              0.402              0.243              4.870            -71.019              5.071   
        4866.000            677.000              0.483              0.126              0.133              5.268             80.913            164.120              0.064             44.564              0.072              2.256             72.005              5.072   
        4867.000            677.000              0.749              0.396              0.451             19.519             66.163            197.948              0.043             40.260              0.103              5.168            444.936              5.073   
        4868.000            677.000              0.738              0.079              0.931             15.301             82.628            114.613              0.004             14.435              0.012              5.417           -419.040              5.074   
        4869.000            677.000              0.579              0.201              0.358             11.171             68.472             65.978              0.195              9.688              0.225              2.857           -162.483              5.075   
        4870.000            677.000              0.460              0.427              0.433             24.681             90.775             74.029              0.151             40.820              0.215              3.383            500.730              5.076   
        4871.000            676.000              0.505              0.296              0.391             27.002             98.760            181.291              0.275              9.699              0.601              1.833            373.728              5.076   
        4872.000            676.000              0.496              0.123              0.474             10.848             63.379             61.137              0.169             47.985              0.790              5.034            210.332              5.077   
        4873.000            676.000              0.657              0.296              0.483             18.785             57.211            138.870              0.100             14.248              0.526              2.103            371.436              5.078   
        4874.000            676.000              0.402              0.054              0.866              5.227             70.788             64.704              0.023              3.880              0.478              1.942             87.209              5.081   
        4875.000            676.000              0.999              0.075              0.078             27.989             89.484             96.441              0.046              5.730              0.430              5.076           -330.253              5.082   
        4876.000            676.000              0.013              0.040              0.330             22.851             79.763            183.195              0.177              1.625              0.437              1.659          -1251.674              5.082   
        4877.000            676.000              0.869              0.355              0.995             16.419             76.580            166.876              0.047             20.142              0.644              2.173            365.506              5.083   
        4878.000            676.000              0.625              0.333              0.095             15.515             97.082            199.502              0.282             32.240              0.421              2.683            453.839              5.088   
        4879.000            676.000              0.651              0.486              0.522             29.643             99.850            197.169              0.259             41.577              0.484              2.910            372.528              5.089   
        4880.000            676.000              0.876              0.221              0.724             13.307             97.321            159.985              0.178             36.455              0.799              2.674           -703.671              5.089   
        4881.000            676.000              0.151              0.352              0.699             27.403             78.015            187.343              0.298              0.685              0.971              5.437           -526.893              5.090   
        4882.000            676.000              0.507              0.061              0.257             21.708             54.167            129.995              0.276             45.198              0.502              3.458           -455.097              5.091   
        4883.000            676.000              0.894              0.421              0.810             14.059             76.571             70.837              0.156              0.559              0.642              4.799           -474.807              5.093   
        4884.000            676.000              0.359              0.011              0.298             16.921             86.563            180.541              0.154              0.309              0.537              3.871            582.929              5.093   
        4885.000            676.000              0.380              0.294              0.229             12.761             51.535            125.189              0.142             26.489              0.518              5.495            613.122              5.094   
        4886.000            675.000              0.211              0.203              0.324             27.061             81.557             94.796              0.064              7.654              0.762              3.928             64.114              5.095   
        4887.000            675.000              0.762              0.031              0.682              6.784             93.985             64.641              0.008             28.463              0.330              2.980            174.534              5.096   
        4888.000            675.000              0.739              0.240              0.941             23.993             67.072            100.090              0.010             24.820              0.586              2.149            345.868              5.097   
        4889.000            675.000              0.478              0.202              0.892             22.323             93.205             77.806              0.045             30.169              0.459              1.403            213.208              5.098   
        4890.000            675.000              0.557              0.404              0.360             10.580             73.771            134.797              0.185             40.236              0.978              3.475            509.344              5.100   
        4891.000            675.000              0.823              0.458              0.208              6.165             79.233            171.335              0.148              8.194              0.404              3.151            478.468              5.100   
        4892.000            675.000              0.575              0.483              0.160              6.106             95.323            141.266              0.017             47.121              0.578              5.673            513.078              5.101   
        4893.000            675.000              0.356              0.267              0.583             26.470             85.878            120.676              0.204             30.247              0.910              1.780            221.775              5.101   
        4894.000            675.000              0.294              0.205              0.804              8.340             66.185            100.487              0.080             43.301              0.969              4.346            589.319              5.102   
        4895.000            675.000              0.293              0.356              0.653             15.562             94.233             70.104              0.105             11.655              0.768              1.514            348.551              5.104   
        4896.000            675.000              0.979              0.444              0.300             26.290             85.841            169.849              0.021             49.786              0.799              2.585            409.082              5.106   
        4897.000            675.000              0.443              0.214              0.469             25.976             93.193             84.762              0.027              1.102              0.415              5.046            613.511              5.106   
        4898.000            675.000              0.597              0.179              0.255             17.627             61.531            104.405              0.132             15.472              0.730              2.599            150.515              5.107   
        4899.000            675.000              0.937              0.002              0.938              8.869             85.790            158.574              0.000             12.080              0.685              6.000            492.012              5.108   
        4900.000            675.000              0.891              0.497              0.936             29.518             73.248            123.793              0.298             49.415              0.984              3.395           -395.198              5.109   
        4901.000            674.000              0.506              0.219              0.421             17.565             92.762             72.257              0.149             15.654              0.661              2.662            376.685              5.109   
        4902.000            674.000              0.166              0.240              0.984             27.871             95.650            184.089              0.288              0.940              0.558              5.125           -459.568              5.110   
        4903.000            674.000              0.989              0.395              0.425              9.838             50.344             88.164              0.037             46.364              0.737              1.414           -336.636              5.111   
